filename	event_labels
-7WpTk5AHfk_30.000_40.000.wav	"/m/04rlf,/m/07pws3f,/m/09x0r"
-7aibH1LKwI_90.000_100.000.wav	"/t/dd00121"
-7wUQP6G5EQ_30.000_40.000.wav	"/m/02cjck,/m/02w4v,/m/04rlf"
-7ye24UFRng_0.000_10.000.wav	"/m/032n05,/m/04rlf"
-7z662AsuTE_380.000_390.000.wav	"/m/0mbct"
-82vJ9bcar4_40.000_50.000.wav	"/m/0642b4"
-8CrCItCO24_30.000_40.000.wav	"/m/07q7njn"
-8Ezw9946g8_100.000_110.000.wav	"/m/0fqfqc"
-8H4GKg-mYQ_30.000_40.000.wav	"/m/04rlf,/m/07gxw"
-8S_tLKfeJg_200.000_210.000.wav	"/m/04fgwm,/m/09x0r,/t/dd00125"
-8_HpHg6nCw_30.000_40.000.wav	"/m/07ptzwd,/m/0838f"
-8fQePz4FcE_30.000_40.000.wav	"/m/04rlf,/m/07xzm,/t/dd00126"
-8n2NqDFRko_30.000_40.000.wav	"/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r"
-8wQV7VJnmM_30.000_40.000.wav	"/m/04rlf,/m/04wptg,/t/dd00031"
-92cYmTgIjM_190.000_200.000.wav	"/m/02fxyj"
-99daJhXYJY_30.000_40.000.wav	"/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
-9ME9qMgkeY_270.000_280.000.wav	"/m/08j51y,/m/09ct_"
-9Nl3LZBCOo_200.000_210.000.wav	"/m/01s0vc,/m/09x0r"
-9c1c8G_WO8_24.000_34.000.wav	"/m/07c52,/m/09x0r"
-9ek6eO0RtI_260.000_270.000.wav	"/m/03wwcy"
-9wxcZf43a4_530.000_540.000.wav	"/m/0cj0r"
-A0MTi2NMGI_30.000_40.000.wav	"/t/dd00134"
-AIrHVeCgtM_30.000_40.000.wav	"/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r"
-ASYwidRD7M_30.000_40.000.wav	"/m/01d3sd"
-AgbNy9f2sg_80.000_90.000.wav	"/m/019jd,/m/06q74"
-Ar7D-GARhI_30.000_40.000.wav	"/m/07bgp,/m/07q0h5t,/m/09x0r"
-AswFDuOptQ_0.000_10.000.wav	"/m/04k94,/m/04rlf,/m/09x0r"
-AvC89aikTw_180.000_190.000.wav	"/m/0242l"
-B3_mFE3pog_30.000_40.000.wav	"/m/07qfgpx"
-BIMKnb3tlo_410.000_420.000.wav	"/m/01p970,/m/026t6,/m/0l14md"
-BcwR0CSZ4w_150.000_160.000.wav	"/m/07mzm6,/m/07ppn3j,/m/0ytgt"
-BqpAyCLh7U_450.000_460.000.wav	"/m/01m2v,/m/04rlf,/m/09x0r"
-BwM5Va6XFg_70.000_80.000.wav	"/m/023pjk,/m/04brg2"
-BxQ9nkrId4_30.000_40.000.wav	"/m/07qv_x_"
-By_0iIghuE_30.000_40.000.wav	"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk"
-C5dEU4zpJg_30.000_40.000.wav	"/m/025_jnm,/m/04rlf"
-CHMeZVAe2s_30.000_40.000.wav	"/m/01jg1z"
-CIxoobEubQ_250.000_260.000.wav	"/m/02p01q,/m/07pdjhy,/m/083vt"
-CUp_Tmg2Y0_30.000_40.000.wav	"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/0bm02,/m/0l14md"
-CgdUiJaNdU_170.000_180.000.wav	"/m/07sq110,/m/09x0r"
-CniGkDLq-Y_30.000_40.000.wav	"/m/04rlf,/t/dd00004"
-DBcp6YGi6k_30.000_40.000.wav	"/t/dd00018"
-DLL8LaKq-c_19.000_29.000.wav	"/m/07pws3f,/m/09x0r"
-DNkAalo7og_30.000_40.000.wav	"/m/02mk9,/m/07pb8fc,/t/dd00066"
-DWRAxaH_RY_300.000_310.000.wav	"/m/04rlf,/m/09x0r,/m/0l156b"
-DYZX74qgFQ_30.000_40.000.wav	"/m/04rlf,/t/dd00032"
-DZMYxyB6L8_40.000_50.000.wav	"/m/05lls"
-D_ljLTbCK0_220.000_230.000.wav	"/m/04rlf,/m/09ct_"
-DcMk015qSA_290.000_300.000.wav	"/m/07qh7jl"
-DeAdhYKbGE_290.000_300.000.wav	"/m/0192l,/m/085jw"
-Dj2PfPmynQ_30.000_40.000.wav	"/m/04rlf,/m/0l14jd,/t/dd00003,/t/dd00004"
-Dl-VzBPd9E_270.000_280.000.wav	"/m/028ght"
-Dtir74TiUM_40.000_50.000.wav	"/m/01hgjl,/m/0283d,/m/04rlf,/m/07qb_dv"
-DvxsHG1tuo_410.000_420.000.wav	"/m/04rlf,/m/05zppz,/m/07sr1lc,/m/09x0r"
-E013cWxoMo_10.000_20.000.wav	"/m/02_nn"
-ECK_BisOLM_20.000_30.000.wav	"/m/04rlf,/t/dd00006"
-EDGR1davAc_40.000_50.000.wav	"/m/0gy1t2s"
-EDhb2m8qhk_30.000_40.000.wav	"/m/01z7dr,/m/04rlf"
-EFS2mihxs0_240.000_250.000.wav	"/m/02rhddq,/m/07yv9,/t/dd00129"
-ETHxO8vrAg_30.000_40.000.wav	"/m/015lz1,/m/04rlf,/t/dd00004"
-ETSfElMyNc_220.000_230.000.wav	"/m/0chx_"
-En5nC5Tka4_30.000_40.000.wav	"/m/07qlwh6,/m/09x0r"
-F8ZP9sXcKM_5.000_15.000.wav	"/t/dd00006"
-FEPOSP7ay0_260.000_270.000.wav	"/m/0395lw"
-FFx68qSAuY_190.000_200.000.wav	"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md"
-FT5MbWPCzg_540.000_550.000.wav	"/m/03w41f"
-FVBrg2qeIA_90.000_100.000.wav	"/m/0342h,/m/04rlf,/m/04szw,/m/07rwj3x,/m/09x0r,/m/0fx80y"
-FYyJ2sAWk4_200.000_210.000.wav	"/m/0242l"
-Fby-7z_JpE_0.000_8.000.wav	"/m/07q5rw0"
-FlvaZQOr2I_90.000_100.000.wav	"/m/04rlf,/t/dd00037"
-Fn3Ze8xVOE_210.000_220.000.wav	"/m/05w3f,/m/0dl5d"
-G3Ph35cTy0_30.000_40.000.wav	"/m/09x0r,/t/dd00136"
-GDC7PuqdOM_30.000_40.000.wav	"/m/02mk9,/m/07pb8fc,/t/dd00066,/t/dd00130"
-GI5PbO6j50_30.000_40.000.wav	"/m/03qc9zr"
-GREE8GdRrc_30.000_40.000.wav	"/m/02z32qm,/t/dd00129"
-G_hnfp4a0M_30.000_40.000.wav	"/m/04rlf,/m/07pbtc8"
-GaHBgRGi4s_10.000_20.000.wav	"/m/04rlf,/m/07rkbfh,/m/09x0r,/t/dd00126"
-GbQWmFzVdY_60.000_70.000.wav	"/m/01h3n,/m/03vt0,/m/0h2mp"
-GiRtQZlnbw_280.000_290.000.wav	"/m/04_sv,/m/07yv9"
-GlZ819IHfE_30.000_40.000.wav	"/m/07pn_8q"
-H5WnRXsnoM_130.000_140.000.wav	"/m/07qwdck,/m/09x0r,/t/dd00125"
-H5kC4WsuI8_30.000_40.000.wav	"/m/07qcpgn,/m/09x0r"
-H7l8OjHID4_10.000_20.000.wav	"/m/06xkwv,/m/07rcgpl"
-HLoD4GWMtw_4.000_14.000.wav	"/m/04rmv"
-HN5kqCKpEA_30.000_40.000.wav	"/m/04rlf,/m/07pws3f,/m/09x0r"
-Hav5URxl74_30.000_40.000.wav	"/m/04fgwm"
-HlS6jz-f0I_170.000_180.000.wav	"/m/04rlf,/m/0dq0md"
-HnNrGtKXp4_30.000_40.000.wav	"/m/04rlf,/m/0m0jc"
-HvtS74RG8w_240.000_250.000.wav	"/m/03l9g"
-IKwiAsgpAI_500.000_510.000.wav	"/m/02p01q,/m/07pdjhy,/m/083vt"
-IWlQN6cfe4_30.000_40.000.wav	"/m/07pbtc8"
-IZsyroG6yo_420.000_430.000.wav	"/m/07rkbfh,/m/09x0r"
-ItCGHv_9Gs_3.000_13.000.wav	"/m/07r4wb8,/m/09x0r"
-J0H5ah1G7A_30.000_40.000.wav	"/m/025td0t,/m/04rlf"
-JBvPwxaVVg_110.000_120.000.wav	"/m/04rlf,/m/07qnq_y,/m/09x0r"
-JKLmqDk9p8_490.000_500.000.wav	"/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1,/t/dd00038"
-JOKwS64mRU_150.000_160.000.wav	"/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
-JVWfFPBl84_330.000_340.000.wav	"/m/0l14t7"
-Jam3cjbeFQ_30.000_40.000.wav	"/m/07pws3f,/m/09x0r"
-JbPonixXS4_0.000_10.000.wav	"/m/01j4z9,/m/0_ksk"
-JfXNXGi-l8_70.000_80.000.wav	"/m/03wvsk"
-JfpacjZWyw_30.000_40.000.wav	"/m/01c194"
-Jie0k7xUIk_10.000_20.000.wav	"/m/012xff,/m/07r5v4s"
-JuVh6islEI_30.000_40.000.wav	"/m/06bz3,/m/09x0r"
-K-k1pxeRtQ_30.000_40.000.wav	"/m/03qtwd,/m/04gy_2"
-K4R9SXZZsk_10.000_20.000.wav	"/m/012f08,/m/07yv9,/m/096m7z,/m/0k4j"
-KElVp2r03E_530.000_540.000.wav	"/m/018w8,/m/07rjzl8,/m/09x0r"
-KaRoM5LnHc_30.000_40.000.wav	"/m/07pyf11,/m/09x0r"
-KengzYsTkk_60.000_70.000.wav	"/m/06hck5"
-KiAK66YwW8_150.000_160.000.wav	"/m/07r4k75,/m/09x0r"
-L44JqysUy8_190.000_200.000.wav	"/m/07qc9xj,/m/09x0r,/t/dd00125"
-L68XDzhn2g_80.000_90.000.wav	"/m/02x984l,/m/09x0r"
-LB1RoVe8Xc_270.000_280.000.wav	"/m/04rlf,/m/07rrh0c"
-LBl0UeKNyU_430.000_440.000.wav	"/m/07p6mqd,/m/09x0r,/t/dd00125,/t/dd00128"
-LQM385KSMY_30.000_40.000.wav	"/m/0155w,/m/04rlf,/m/06j6l,/m/06rqw"
-M-6VinyMiY_30.000_40.000.wav	"/m/04rlf,/t/dd00033"
-MZx1np1Ddc_30.000_40.000.wav	"/m/01jnbd,/m/09x0r"
-M_5w6KKfgQ_0.000_10.000.wav	"/m/04rlf,/m/07r4wb8,/m/09x0r"
-MfaG0whPJc_130.000_140.000.wav	"/m/07qv4k0,/t/dd00129"
-MtYGIr-o08_50.000_60.000.wav	"/m/03qtwd,/m/04gy_2"
-Mu1AWT_x54_320.000_330.000.wav	"/m/03v3yw,/m/09x0r"
-N2reaP4SoI_30.000_40.000.wav	"/m/042v_gx,/m/04rlf,/m/07s0s5r,/m/09x0r"
-NC5li0b4eY_30.000_40.000.wav	"/m/04rlf,/t/dd00003,/t/dd00004,/t/dd00006"
-NNjOlPg0y0_0.000_5.000.wav	"/m/04rlf,/m/07c52"
-NPqCu4DyAM_30.000_40.000.wav	"/m/04rlf,/t/dd00032"
-N_vl1d7TFA_30.000_40.000.wav	"/m/01yrx,/m/02yds9,/m/04rlf,/m/068hy,/m/0jbk"
-NmjCyqIavI_30.000_40.000.wav	"/m/02cz_7,/m/04rlf,/m/0y4f8"
-NutOdeXH8s_50.000_60.000.wav	"/m/07pqc89"
-NwuLeOWpLk_420.000_430.000.wav	"/m/01lsmm"
-O842QWtymw_0.000_6.000.wav	"/m/07st88b,/m/09ld4"
-O9mnfC61Ac_0.000_10.000.wav	"/m/01lyv"
-ODqYMQFwsY_30.000_40.000.wav	"/t/dd00134"
-ODzHayGHvk_50.000_60.000.wav	"/m/0ghcn6"
-OIGA3xjYyQ_0.000_10.000.wav	"/m/07rdhzs"
-OYfLX-2kmU_30.000_40.000.wav	"/m/0140xf,/m/04rlf"
-OaOY7-71ME_90.000_100.000.wav	"/m/04rlf,/m/0ggx5q"
-OylLzMa0d0_100.000_110.000.wav	"/m/04rlf,/m/07p78v5"
-PFO-nCfRq0_0.000_9.000.wav	"/m/01jt3m,/m/0838f"
-PIuJAAplqI_210.000_220.000.wav	"/m/016cjb,/m/04rlf"
-Pvyzs28PJw_20.000_30.000.wav	"/m/03cczk,/m/07pdhp0,/m/07s12q4"
-Q9WotFs1MI_30.000_40.000.wav	"/m/07pczhz"
-QE9dqhf_D8_170.000_180.000.wav	"/m/0642b4,/m/09x0r"
-QSNQGKiGT4_260.000_270.000.wav	"/m/03qc9zr"
-QVqh513RxQ_15.000_25.000.wav	"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
-QcXMPUNMeM_0.000_10.000.wav	"/m/09x0r,/t/dd00121,/t/dd00125"
-QivqOnaPIc_100.000_110.000.wav	"/m/08j51y,/m/09x0r"
-QoZQDW4qjU_30.000_40.000.wav	"/m/04rlf,/m/068hy,/m/07r_k2n,/m/0bt9lr,/m/0jbk,/t/dd00136"
-R0267o4lLk_60.000_70.000.wav	"/m/0239kh,/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md"
-R9gJXtS07g_0.000_10.000.wav	"/m/04rlf,/m/07phhsh"
-RAdrtCW1hI_70.000_80.000.wav	"/m/032s66,/m/073cg4"
-RIzfomIqZc_30.000_40.000.wav	"/m/04rlf,/m/07bjf,/m/09x0r"
-RPKtQIGBOY_30.000_40.000.wav	"/m/03cczk"
-RRi3QktLdc_500.000_510.000.wav	"/m/09x0r,/m/0ytgt,/t/dd00013,/t/dd00128"
-RZ01HFrafg_6.000_16.000.wav	"/m/07qs1cx"
-RfUo7Hb8TE_30.000_40.000.wav	"/m/01b9nn,/m/04rlf,/m/09x0r"
-Rl7NZwtVmA_40.000_50.000.wav	"/m/05_wcq"
-RlXse804I0_30.000_40.000.wav	"/m/025td0t,/m/04rlf"
-RsGz8XRZUM_30.000_40.000.wav	"/m/07pdhp0,/m/07pzfmf,/m/07s12q4"
-Ry1YNVPPCM_9.000_19.000.wav	"/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
-S-Cn-IKlQw_23.000_33.000.wav	"/m/07swgks,/m/09x0r"
-SD9DkKyOrY_30.000_40.000.wav	"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md"
-Sclnq22t7o_30.000_40.000.wav	"/m/03q5_w"
-T-ZI1MZ44g_40.000_50.000.wav	"/m/04rlf,/m/09x0r,/t/dd00127"
-T4GeTHKtJQ_30.000_40.000.wav	"/m/02x8m,/m/04rlf"
-TJe1_ECCwM_6.000_16.000.wav	"/m/07pws3f"
-TNmWwhsnzs_30.000_40.000.wav	"/m/07qv4k0"
-Tea8DpWZQM_13.000_23.000.wav	"/m/015lz1,/m/01swy6,/m/09x0r"
-ToQFT3M-Vg_200.000_210.000.wav	"/m/02cjck,/m/04rlf"
-TpdnwhYCvk_30.000_40.000.wav	"/m/07qsvvw"
-TvUb8THUq4_100.000_110.000.wav	"/m/04rlf,/m/06bxc"
-U3Xh6Fsw50_0.000_10.000.wav	"/m/07pqn27,/m/09x0r"
-UGmXiQ8yiY_50.000_60.000.wav	"/m/03dnzn,/m/07p7b8y,/m/09x0r"
-UNPp3fEWSE_0.000_10.000.wav	"/m/01d380,/m/07k1x,/m/0_ksk"
-UYmhq3Rjtc_30.000_40.000.wav	"/m/04rlf,/m/07pws3f"
-Ub8LKPkhos_60.000_70.000.wav	"/m/06xkwv"
-UbFLKplzbE_30.000_40.000.wav	"/m/01j4z9"
-UcfsxiD_ns_340.000_350.000.wav	"/m/0llzx"
-UfqtS1lsRY_30.000_40.000.wav	"/m/01bns_,/m/0d8_n"
-UuEBhule84_350.000_360.000.wav	"/m/015lz1,/m/01lyv,/m/04rlf,/m/07s0s5r"
-Uw2HHni78U_80.000_90.000.wav	"/m/0jb2l,/m/0ngt1"
-V7u2HffQAE_160.000_170.000.wav	"/m/07rrh0c,/m/09x0r"
-VI2IRq17rs_360.000_370.000.wav	"/m/0395lw"
-VXpZuIsb_g_30.000_40.000.wav	"/m/030rvx,/m/09x0r"
-VZZ_IzaG7A_350.000_360.000.wav	"/m/07phxs1"
-VclCul6FrI_80.000_90.000.wav	"/m/013y1f,/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/0b9m1,/t/dd00125"
-VygdbfiRes_30.000_40.000.wav	"/m/07swgks,/m/09x0r"
-W5c6CeUMPE_40.000_50.000.wav	"/m/01swy6,/m/04rlf,/m/0l14j_,/m/0mkg"
-WFsDr9xBVo_30.000_40.000.wav	"/m/025wky1,/m/09x0r"
-WH_8Hk1fnM_110.000_120.000.wav	"/m/04rlf,/m/07brj"
-WX7nQcZPVQ_30.000_40.000.wav	"/m/04rlf,/m/04szw,/m/07brj"
-WmL01c-4ZE_20.000_30.000.wav	"/m/07rjzl8,/m/09x0r,/t/dd00128"
-Wu-WkTumEM_30.000_40.000.wav	"/m/04rlf,/t/dd00004,/t/dd00005"
-X14yAhC-SE_30.000_40.000.wav	"/m/07qs1cx"
-X5Ay0Wuew0_20.000_30.000.wav	"/m/0dl83"
-X5M6FevXWU_30.000_40.000.wav	"/m/03lty,/m/04rlf,/m/0dl5d"
-XAxN0GUsLs_270.000_280.000.wav	"/m/03vt0,/m/09f96,/m/0h2mp"
-XN0NtrnfMY_30.000_40.000.wav	"/m/04rlf,/t/dd00035"
-XOINU-l1_o_90.000_100.000.wav	"/m/04rlf,/t/dd00035"
-XVgCqsHi3g_30.000_40.000.wav	"/m/02mk9,/m/04229,/m/07pb8fc,/m/07yv9,/t/dd00067"
-XkbErI_7EU_50.000_60.000.wav	"/m/01kcd,/m/0319l"
-XxJ50brqGw_30.000_40.000.wav	"/m/09x0r,/t/dd00018"
-Y1qiiugnk8_30.000_40.000.wav	"/m/012n7d,/m/03j1ly,/m/03kmc9"
-Y3kEZ8li-A_30.000_40.000.wav	"/m/07rbp7_"
-YATTKBtmRA_190.000_200.000.wav	"/m/01s0ps,/m/05148p4,/m/05r5c"
-YGmAv-5bYk_30.000_40.000.wav	"/m/01sm1g,/m/0l14md"
-YX2e66b5HA_10.000_20.000.wav	"/m/04rlf,/m/04wptg"
-YZRsLrmqEA_0.000_10.000.wav	"/m/07pzfmf"
-Ypg2o4TqXM_30.000_40.000.wav	"/m/07r4wb8"
-YxGyNHMasQ_240.000_250.000.wav	"/m/0130jx,/m/02jz0l,/m/0838f"
-ZHpNr_KRXU_30.000_40.000.wav	"/m/02w4v,/m/04rlf"
-Ze_xQhxKRo_30.000_40.000.wav	"/m/0j2kx"
-ZjxFZOaY50_30.000_40.000.wav	"/m/025rv6n,/m/07qwf61,/m/0dbvp"
-_6RxZyi30Q_70.000_80.000.wav	"/m/015lz1,/m/04rlf,/m/0g293,/t/dd00126"
-_Hpy806bks_180.000_190.000.wav	"/m/023pjk,/m/04brg2"
-_OzT7Xyvok_30.000_40.000.wav	"/m/0155w,/m/0326g,/m/04rlf,/m/05rwpb,/m/06j6l"
-_dElQcyJnA_30.000_40.000.wav	"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
-a6J2OMtfZc_30.000_40.000.wav	"/m/015lz1,/m/04rlf,/m/0ln16,/m/0xzly"
-aC8TJIZrtE_20.000_30.000.wav	"/m/015p6,/m/020bb7,/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
-b1l5v-fpNs_30.000_40.000.wav	"/m/07pqn27,/m/09x0r"
-b6pKB99TKg_0.000_10.000.wav	"/m/07qyrcz,/m/09x0r"
-b_10b-orX4_50.000_60.000.wav	"/m/02_41"
-blH_CYo09w_30.000_40.000.wav	"/m/04rlf,/m/07pbtc8"
-buXkpFmCWY_210.000_220.000.wav	"/m/0mbct"
-bxDQSLTdEs_30.000_40.000.wav	"/m/07qwyj0"
-cLzki-B06o_30.000_40.000.wav	"/m/04rlf,/m/0gywn"
-cQ-jUTEgck_30.000_40.000.wav	"/m/02p0sh1,/m/04rlf"
-cQV8iXK3pQ_0.000_10.000.wav	"/m/032s66,/m/0_1c"
-cUFMQCB2dA_270.000_280.000.wav	"/m/0239kh"
-cVFtuOI5uo_23.000_33.000.wav	"/m/04rlf,/m/07p6mqd,/m/09x0r"
-cWrzrfVdMQ_250.000_260.000.wav	"/m/032s66,/m/073cg4"
-d6ytV5GfH4_30.000_40.000.wav	"/m/07yv9,/m/09ct_"
-d7CDTWso5c_120.000_130.000.wav	"/m/027m70_"
-dEOa2GkXHw_30.000_40.000.wav	"/m/09x0r,/m/0chx_"
-dUX-8UM_jo_30.000_40.000.wav	"/m/01z7dr,/m/04rlf,/m/0l14gg"
-dYTGqyVFNM_260.000_270.000.wav	"/m/07plct2"
-dfDSA5oB60_220.000_230.000.wav	"/m/015jpf,/m/0c1dj"
-e2cBx-fZ7g_270.000_280.000.wav	"/m/02mscn,/m/04rlf"
-eEhWLICanU_160.000_170.000.wav	"/m/04rlf,/m/09x0r,/m/0b_fwt"
-efgThyiXWI_25.000_35.000.wav	"/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
-ehX__RTqF8_30.000_40.000.wav	"/m/04rlf,/m/06h7j"
-elf_5HUVuc_30.000_40.000.wav	"/m/04rlf,/m/05rwpb,/m/064t9,/m/06j6l"
-f6exYXS1Gk_110.000_120.000.wav	"/m/07qjznt"
-fEwlyG05Co_290.000_300.000.wav	"/m/025wky1,/m/09x0r"
-fIQkUYrSz4_0.000_10.000.wav	"/m/07pxg6y"
-fJlX1mKiv0_30.000_40.000.wav	"/m/04rlf,/m/07qn4z3"
-fOCJllN4iE_0.000_10.000.wav	"/m/07ryjzk"
-fURq3jhY1Y_0.000_10.000.wav	"/m/0dl9sf8"
-fhW5GMgcI4_12.000_22.000.wav	"/m/07sx8x_"
-fnhkx-XXeI_340.000_350.000.wav	"/m/068zj,/m/09x0r,/m/0ch8v,/m/0jbk"
-fwDsIyHHb8_140.000_150.000.wav	"/m/02g901,/m/02jz0l,/m/09x0r"
-fwZGpmJNhw_40.000_50.000.wav	"/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092"
-fxh7jAJR8U_70.000_80.000.wav	"/m/028sqc,/m/04rlf"
-g-xW4azY7Q_30.000_40.000.wav	"/m/04rlf,/m/06j64v,/m/0l14gg"
-g50tCLEsVM_40.000_50.000.wav	"/m/078jl,/m/07rjwbb"
-g6_Qzkrmug_30.000_40.000.wav	"/m/07pxg6y,/m/07yv9,/m/09x0r"
